?x	?xl	?p	?pl	?y	?yl
<http://purl.obolibrary.org/obo/ENVO_02500002>	"flooding"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_00000063>	"water body"
<http://purl.obolibrary.org/obo/ENVO_00002266>	"chicken breeding waste material"	<http://purl.obolibrary.org/obo/RO_0000087>	"has role"@en	<http://purl.obolibrary.org/obo/ENVO_01000665>	"waste role"@en
<http://purl.obolibrary.org/obo/ENVO_01000843>	"area of evergreen forest"@en	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000324>	"planetary surface"
<http://purl.obolibrary.org/obo/ENVO_00000354>	"volcanic field"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000247>	"volcano"
<http://purl.obolibrary.org/obo/ENVO_01000574>	"candle"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000575>	"wax"@en
<http://purl.obolibrary.org/obo/ENVO_01001083>	"cloud formation process"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_01000266>	"water vapour"
<http://purl.obolibrary.org/obo/ENVO_01000126>	"marine sub-littoral zone"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000125>	"marine littoral zone"
<http://purl.obolibrary.org/obo/ENVO_03000041>	"brine channel"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000277>	"water ice"
<http://purl.obolibrary.org/obo/ENVO_03000013>	"cirque glacier"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_00000155>	"cirque"
<http://purl.obolibrary.org/obo/ENVO_01000364>	"glacier cave"	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_00000133>	"glacier"
<http://purl.obolibrary.org/obo/ENVO_01001006>	"rainbow"@en	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_01000267>	"atmosphere"
<http://purl.obolibrary.org/obo/ENVO_01000845>	"crystal"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001546>	"quality of a solid"
<http://purl.obolibrary.org/obo/ENVO_03000116>	"snowpack"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000406>	"snow"
<http://purl.obolibrary.org/obo/ENVO_01000397>	"temperate broadleaf evergreen forest"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001733>	"evergreen (plant)"
<http://purl.obolibrary.org/obo/ENVO_01000242>	"desert scrubland"	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_00000097>	"desert"
<http://purl.obolibrary.org/obo/ENVO_01000295>	"marine layer"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00001999>	"marine water body"
<http://purl.obolibrary.org/obo/ENVO_00000080>	"mountain range"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000081>	"mountain"
<http://purl.obolibrary.org/obo/ENVO_01000277>	"water ice"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001985>	"frozen"
<http://purl.obolibrary.org/obo/ENVO_01000952>	"anthropisation"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/ENVO_01000313>	"anthropogenic environment"
<http://purl.obolibrary.org/obo/ENVO_01000347>	"montane conifer woodland"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000342>	"montane"
<http://purl.obolibrary.org/obo/ENVO_03000039>	"cryoconite hole"@en	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_03000038>	"cryoconite deposit"@en
<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_01000420>	"building part"
<http://purl.obolibrary.org/obo/ENVO_03000067>	"pancake ice"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000277>	"water ice"
<http://purl.obolibrary.org/obo/ENVO_03000079>	"shuga formation process"@en	<http://purl.obolibrary.org/obo/RO_0002233>	"has input"@en	<http://purl.obolibrary.org/obo/ENVO_00002006>	"water"
<http://purl.obolibrary.org/obo/ENVO_01001097>	"tectonic plate"@en	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000646>	"lithosphere"@en
<http://purl.obolibrary.org/obo/ENVO_00002033>	"carcass"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001422>	"dead"
<http://purl.obolibrary.org/obo/ENVO_00000444>	"clearing"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0002425>	"exposed"
<http://purl.obolibrary.org/obo/ENVO_01000795>	"planetary wind"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_01000800>	"planet"@en
<http://purl.obolibrary.org/obo/ENVO_01000277>	"water ice"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_00002006>	"water"
<http://purl.obolibrary.org/obo/ENVO_01000222>	"subtropical woodland biome"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000205>	"subtropical"
<http://purl.obolibrary.org/obo/ENVO_00000309>	"depression"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0002143>	"sloped downward"
<http://purl.obolibrary.org/obo/ENVO_01000139>	"animal carcass fall"	<http://purl.obolibrary.org/obo/RO_0002219>	"surrounded by"	<http://purl.obolibrary.org/obo/ENVO_00002006>	"water"
<http://purl.obolibrary.org/obo/ENVO_00000044>	"peatland"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00005774>	"peat soil"
<http://purl.obolibrary.org/obo/ENVO_00000484>	"polynya"	<http://purl.obolibrary.org/obo/RO_0002219>	"surrounded by"	<http://purl.obolibrary.org/obo/ENVO_01000293>	"ice mass"
<http://purl.obolibrary.org/obo/ENVO_01000108>	"marine cold-water sphere"	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000075>	"marine thermocline"
<http://purl.obolibrary.org/obo/ENVO_01001062>	"crater lake"@en	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_00000514>	"crater"
<http://purl.obolibrary.org/obo/ENVO_01000894>	"area of emergent herbaceous wetland"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000323>	"atmospheric boundary layer"
<http://purl.obolibrary.org/obo/ENVO_01001069>	"metallic material"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/CHEBI_33521>	"metal atom"
<http://purl.obolibrary.org/obo/ENVO_00002131>	"epilimnion"	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_00002132>	"metalimnion"
<http://purl.obolibrary.org/obo/ENVO_03000115>	"perennial snow patch"@en	<http://purl.obolibrary.org/obo/RO_0000056>	"participates in"@en	<http://purl.obolibrary.org/obo/ENVO_03000099>	"seasonal melting process"@en
<http://purl.obolibrary.org/obo/ENVO_03000072>	"second year ice"@en	<http://purl.obolibrary.org/obo/RO_0002353>	"output of"@en	<http://purl.obolibrary.org/obo/ENVO_03000061>	"second year ice formation"@en
<http://purl.obolibrary.org/obo/ENVO_00000419>	"stack"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000303>	"sea coast"
<http://purl.obolibrary.org/obo/ENVO_03000055>	"desublimation of water vapour into ice"@en	<http://purl.obolibrary.org/obo/RO_0002233>	"has input"@en	<http://purl.obolibrary.org/obo/ENVO_00002006>	"water"
<http://purl.obolibrary.org/obo/ENVO_01000458>	"concrete"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_01000462>	"masonry cement"
<http://purl.obolibrary.org/obo/ENVO_00002206>	"coal mine waste material"	<http://purl.obolibrary.org/obo/RO_0000087>	"has role"@en	<http://purl.obolibrary.org/obo/ENVO_01000665>	"waste role"@en
<http://purl.obolibrary.org/obo/ENVO_03000015>	"geographic basin"@en	<http://purl.obolibrary.org/obo/RO_0002131>	"overlaps"@en	<http://purl.obolibrary.org/obo/ENVO_01000638>	"planetary crust"@en
<http://purl.obolibrary.org/obo/ENVO_00003087>	"acetamide enriched soil"	<http://purl.obolibrary.org/obo/envo#has_increased_levels_of>		<http://purl.obolibrary.org/obo/CHEBI_27856>	"acetamide"
<http://purl.obolibrary.org/obo/ENVO_03000068>	"nilas"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0000689>	"continuous"
<http://purl.obolibrary.org/obo/ENVO_01000999>	"rhizosphere environment"@en	<http://purl.obolibrary.org/obo/RO_0002131>	"overlaps"@en	<http://purl.obolibrary.org/obo/ENVO_01001001>	"plant-associated environment"@en
<http://purl.obolibrary.org/obo/ENVO_2100000>	"anatomical entity environment"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01001000>	"environmental system determined by an organism"@en
<http://purl.obolibrary.org/obo/ENVO_02000042>	"interstitial fluid"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/UBERON_0000913>	"interstitial fluid"
<http://purl.obolibrary.org/obo/ENVO_01000675>	"atmospheric column"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000637>	"outer space"@en
<http://purl.obolibrary.org/obo/ENVO_01000080>	"pelagic isothermal surface"	<http://purl.obolibrary.org/obo/RO_0001025>	"located in"@en	<http://purl.obolibrary.org/obo/ENVO_00000063>	"water body"
<http://purl.obolibrary.org/obo/ENVO_01001044>	"soil environment"@en	<http://purl.obolibrary.org/obo/RO_0002507>	"determined by"	<http://purl.obolibrary.org/obo/ENVO_00001998>	"soil"
<http://purl.obolibrary.org/obo/ENVO_01000511>	"thatched building roof"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000473>	"thatch"
<http://purl.obolibrary.org/obo/ENVO_02000021>	"amniotic fluid"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/UBERON_0000173>	"amniotic fluid"
<http://purl.obolibrary.org/obo/ENVO_00002005>	"air"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/CHEBI_17997>	"dinitrogen"
<http://purl.obolibrary.org/obo/ENVO_02500018>	"algal bloom process"	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_2000004>	"algal bloom"
<http://purl.obolibrary.org/obo/ENVO_01000601>	"motor vehicle"@en	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_01000610>	"motor"@en
<http://purl.obolibrary.org/obo/ENVO_01000250>	"subpolar coniferous forest biome"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000251>	"subpolar"
<http://purl.obolibrary.org/obo/ENVO_01000065>	"marine oxygen minimum zone"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00001999>	"marine water body"
<http://purl.obolibrary.org/obo/ENVO_01000838>	"smoke"@en	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_01000797>	"gaseous environmental material"@en
<http://purl.obolibrary.org/obo/ENVO_01000860>	"temperate marine upwelling biome"@en	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000206>	"temperate"
<http://purl.obolibrary.org/obo/ENVO_01000212>	"temperate mixed forest biome"	<http://purl.obolibrary.org/obo/envo#has_condition>	"has_condition"	<http://purl.obolibrary.org/obo/ENVO_01000206>	"temperate"
<http://purl.obolibrary.org/obo/ENVO_03000113>	"snow patch"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000635>	"land"@en
<http://purl.obolibrary.org/obo/ENVO_01000387>	"tropical deciduous broadleaf forest"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001731>	"deciduous (plant)"
<http://purl.obolibrary.org/obo/ENVO_01000770>	"carbon dioxide emission"@en	<http://purl.obolibrary.org/obo/RO_0002353>	"output of"@en	<http://purl.obolibrary.org/obo/ENVO_01000769>	"carbon dioxide emission process"@en
<http://purl.obolibrary.org/obo/ENVO_01000646>	"lithosphere"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_01000814>	"solid environmental material"@en
<http://purl.obolibrary.org/obo/ENVO_00001995>	"rock"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001546>	"quality of a solid"
<http://purl.obolibrary.org/obo/ENVO_01000600>	"rainwater"@en	<http://purl.obolibrary.org/obo/RO_0002353>	"output of"@en	<http://purl.obolibrary.org/obo/ENVO_01000703>	"hydrological precipitation process"@en
<http://purl.obolibrary.org/obo/ENVO_00000395>	"channel of a watercourse"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000501>	"bed"
<http://purl.obolibrary.org/obo/ENVO_00000274>	"continental rise"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000298>	"continental margin"
<http://purl.obolibrary.org/obo/ENVO_00000088>	"sea cliff"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000303>	"sea coast"
<http://purl.obolibrary.org/obo/ENVO_00000342>	"ice cap dome"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001789>	"domed"
<http://purl.obolibrary.org/obo/ENVO_00000515>	"road cut"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000064>	"road"
<http://purl.obolibrary.org/obo/ENVO_01000278>	"pingo scar"	<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"@en	<http://purl.obolibrary.org/obo/ENVO_00000413>	"pingo"
<http://purl.obolibrary.org/obo/ENVO_01000844>	"fog"@en	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001332>	"amorphous"
<http://purl.obolibrary.org/obo/ENVO_00000526>	"cleft"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000087>	"cliff"
<http://purl.obolibrary.org/obo/ENVO_01000893>	"area of woody wetland"@en	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000043>	"wetland"
<http://purl.obolibrary.org/obo/ENVO_01000634>	"volcanic eruption"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/CHEBI_18276>	"dihydrogen"
<http://purl.obolibrary.org/obo/ENVO_01000888>	"area of gramanoid or herbaceous vegetation"@en	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000106>	"grassland"
<http://purl.obolibrary.org/obo/ENVO_01000887>	"area of sedge- and forb-dominated herbaceious vegetation"@en	<http://purl.obolibrary.org/obo/RO_0002220>	"adjacent to"@en	<http://purl.obolibrary.org/obo/ENVO_01000323>	"atmospheric boundary layer"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"sand"	<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"@en	<http://purl.obolibrary.org/obo/ENVO_00001995>	"rock"
<http://purl.obolibrary.org/obo/ENVO_03000045>	"brine rejection from seawater"@en	<http://purl.obolibrary.org/obo/RO_0002234>	"has output"@en	<http://purl.obolibrary.org/obo/ENVO_00003044>	"brine"
<http://purl.obolibrary.org/obo/ENVO_03000069>	"young ice"@en	<http://purl.obolibrary.org/obo/RO_0002354>	"formed as result of"@en	<http://purl.obolibrary.org/obo/ENVO_03000059>	"young ice formation process"@en
<http://purl.obolibrary.org/obo/ENVO_01000679>	"megathrust earthquake"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_01001100>	"convergent plate boundary"@en
<http://purl.obolibrary.org/obo/ENVO_00002008>	"dust"	<http://purl.obolibrary.org/obo/RO_0000086>	"has quality"@en	<http://purl.obolibrary.org/obo/PATO_0001546>	"quality of a solid"
<http://purl.obolibrary.org/obo/ENVO_00000431>	"drumlin field"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_00000276>	"drumlin"
<http://purl.obolibrary.org/obo/ENVO_02500018>	"algal bloom process"	<http://purl.obolibrary.org/obo/BFO_0000066>	"occurs in"@en	<http://purl.obolibrary.org/obo/ENVO_01000317>	"aquatic environment"
<http://purl.obolibrary.org/obo/ENVO_03000032>	"calving of ice from an iceberg"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_00000298>	"iceberg"
<http://purl.obolibrary.org/obo/ENVO_00000893>	"xeric basin biome"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_01000598>	"freshwater spring"@en
<http://purl.obolibrary.org/obo/ENVO_00005797>	"lake bottom mud"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000268>	"lake bed"
<http://purl.obolibrary.org/obo/ENVO_02000027>	"blood plasma"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/UBERON_0001969>	"blood plasma"
<http://purl.obolibrary.org/obo/ENVO_01000461>	"refined asphalt"	<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"@en	<http://purl.obolibrary.org/obo/ENVO_00002984>	"petroleum"
<http://purl.obolibrary.org/obo/ENVO_01000730>	"lava flow process"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"has participant"@en	<http://purl.obolibrary.org/obo/ENVO_01000635>	"land"@en
<http://purl.obolibrary.org/obo/ENVO_00002236>	"cryosol"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000134>	"permafrost"
<http://purl.obolibrary.org/obo/ENVO_01001042>	"sterile water environment"@en	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_00005791>	"sterile water"
<http://purl.obolibrary.org/obo/ENVO_01000523>	"pit latrine with slab floor"	<http://purl.obolibrary.org/obo/BFO_0000051>	"has part"@en	<http://purl.obolibrary.org/obo/ENVO_01000520>	"latrine slab"
<http://purl.obolibrary.org/obo/ENVO_01000888>	"area of gramanoid or herbaceous vegetation"@en	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_01000324>	"planetary surface"
<http://purl.obolibrary.org/obo/ENVO_01000120>	"clay sediment"	<http://purl.obolibrary.org/obo/RO_0002473>	"composed primarily of"	<http://purl.obolibrary.org/obo/ENVO_00002982>	"clay"
<http://purl.obolibrary.org/obo/ENVO_01000237>	"coastal scrubland"	<http://purl.obolibrary.org/obo/BFO_0000050>	"part of"@en	<http://purl.obolibrary.org/obo/ENVO_00000303>	"sea coast"
