?label	?definition	?exactSynonym	?broadSynonym	?narrowSynonym	?relatedSynonym	?subsetType	?uri
"area of protected biodiversity"	"An area of land or of a body of water in which management practices,  through legal or other effective means, prioritise the protection and maintenance of biological diversity, and of natural and associated cultural resources."		"protected area"				"http://purl.obolibrary.org/obo/ENVO_00000358"
"area of rocky shore"	"A rocky shore is an intertidal area of a seacoast where solid rock is the predominant substrate."				"rocky intertidal shore"		"http://purl.obolibrary.org/obo/ENVO_01000428"
"area of scrub"	"An area of a planet's surface which is primarily covered by a shrubs, young trees, or stunted trees.. The surfaces of this area are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."	"area of shrub"				"http://purl.obolibrary.org/obo/envo#nlcd2011|http://purl.obolibrary.org/obo/ENVO_03605023"	"http://purl.obolibrary.org/obo/ENVO_01000869"
"area of sea ice"	"An environmental zone that overlaps that part of a water body covered or partially covered by sea ice."	"area with sea ice"					"http://purl.obolibrary.org/obo/ENVO_01001520"
"area of seasonal sea ice"	"An environmental zone which overlaps that part of an ocean or sea within which 1) sea ice is present only part of the year, 2) extends from the permanent ice zone to the boundary where winter sea ice extent is at a maximum, and 3) primarily overlaps first-year ice when seasonal ice is present."						"http://purl.obolibrary.org/obo/ENVO_01001558"
"area of sedge- and forb-dominated herbaceous vegetation"	"An area of a planet's surface which is primarily covered by sedges or forbs, possibly interpersed with grasses or grass-like plants. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."					"http://purl.obolibrary.org/obo/envo#nlcd2011|http://purl.obolibrary.org/obo/ENVO_03605023"	"http://purl.obolibrary.org/obo/ENVO_01000887"
"area of tundra"	"A vegetated area which is part of a tundra ecosystem."				"Arctic land|TundraEcosystem"	"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000112"
"area of woody wetland"	"An area of a planet's surface which is partly covered by forest or shrubland vegetation and where the underlying soil or substrate is periodically saturated with or covered by water. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."					"http://purl.obolibrary.org/obo/envo#nlcd2011|http://purl.obolibrary.org/obo/ENVO_03605023"	"http://purl.obolibrary.org/obo/ENVO_01000893"
"area protected according to IUCN guidelines"	"A protected area in which management objectives have been declared, by a local governing body or authority, to adhere to the guidelines set forth by the International Union for the Conservation of Nature (IUCN)."						"http://purl.obolibrary.org/obo/ENVO_01001169"
"areal flooding"	"Areal flooding is a flooding process in which flat or low-lying areas become inundated with water due to water input exceeding infiltration, evaporation, or run off."					"http://purl.obolibrary.org/obo/envo#environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000717"
"arenosol"	"Arenosols are sandy soils, including both soils developed in residual sands after in situ weathering of usually quartz-rich sediments or rock, and soils developed in recently deposited sands such as dunes in deserts and beach lands."	"sandy soil|psamment"				"http://purl.obolibrary.org/obo/ENVO_03605015"	"http://purl.obolibrary.org/obo/ENVO_00002229"
"arete"	"A ridge which is jagged, narrow and separates glacier valleys or cirques."				"ridge"	"http://purl.obolibrary.org/obo/envo#envoCryo|http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000429"
"arid"	"An environmental condition in which annual precipitation is less than half of annual potential evapotranspiration."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000230"
"arid biome"	"A biome which is subject to arid environmental conditions."						"http://purl.obolibrary.org/obo/ENVO_01001838"
"arid subtropical"	"An arid subtropical condition is a subtropical condition in which an environmental system has an annual average temperature near 18.2 degrees Celsius with their coldest month averaging between 2 and 13 degrees Celsius, the absence of regular rainfall, and high humidity."	"semi-desert climate|desert climate"			"semi-arid climate"		"http://purl.obolibrary.org/obo/ENVO_01000378"
"arrugado"	"An undersea area of subdued corrugations."						"http://purl.obolibrary.org/obo/ENVO_00000538"
"arsenate treated wood"							"http://purl.obolibrary.org/obo/ENVO_00002136"
"arsenic-rich mud"	"Mud which has elevated concentrations of arsenic."						"http://purl.obolibrary.org/obo/ENVO_00002122"
"artificial channel"	"A channel of a watercource which has been constructed by humans or their technologies."				"improved channel|flume"		"http://purl.obolibrary.org/obo/ENVO_00000121"
"artificial harbor"	"A harbor constructed by human agency."	"artificial harbour"				"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000464"
"artificial island"	"An island constructed by human effort."				"offshore platform"		"http://purl.obolibrary.org/obo/ENVO_00000099"
"artificial lake"	"A lake purposefully constructed."						"http://purl.obolibrary.org/obo/ENVO_00000377"
"artificial pond"	"A pond which has been constructed by humans or their technologies."						"http://purl.obolibrary.org/obo/ENVO_03600092"
"artificial reef"	"Chains of rocks or coral at or near the surface of water constructed by man."						"http://purl.obolibrary.org/obo/ENVO_00000149"
"artificial satellite"	"A human construction that has intentionally been placed into orbit."						"http://purl.obolibrary.org/obo/ENVO_03600093"
"asbestos building roof"	"An asbestos building roof is a building roof that is built from asbestos."		"asbestos roof"				"http://purl.obolibrary.org/obo/ENVO_01000513"
"asbestos dust"							"http://purl.obolibrary.org/obo/ENVO_02000106"
"ash"	"An environmental material that is the non-aqueous, non-gaseous residues that remain after something is burned."						"http://purl.obolibrary.org/obo/ENVO_02000090"
"ash cone"	"A cone that is composed of particles of silt to sand size. Explosive eruptions from a vent where the magma is interacting with groundwater or the sea (as in an eruption off the coast) produce steam and are called phreatic. The interaction between the magma, expanding steam, and volcanic gases results in the ejection of mostly small particles called ash. Fallen ash has the consistency of flour. The unconsolidated ash forms an ash cone which becomes a tuff cone or tuff ring once the ash consolidates."						"http://purl.obolibrary.org/obo/ENVO_00000399"
"ash fall process"	"An ash fall process is a process in which volcanic ash formed during an explosive volcanic eruption, phreatomagmatic eruption, or during material transport in pyroclastic density currents is pulled towards the planetary surface by gravity."					"http://purl.obolibrary.org/obo/envo#environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000702"
"asphalt"	"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum."	"crude bitumen|asphaltum|bitumen"			"pitch|tar"		"http://purl.obolibrary.org/obo/ENVO_01000460"
"asphalt concrete"	"Asphaltic concrete is a concrete which uses refined asphalt as a cement."	"road pavement|asphaltic concrete"					"http://purl.obolibrary.org/obo/ENVO_01000459"
"asphalt lake"	"A lake formed of a natural deposit of alphalt, a black, highly viscous liquid or semi-solid composed of fossil hydrocarbons."	"tar pit"	"basin"				"http://purl.obolibrary.org/obo/ENVO_00000165"
"asphalt road"	"A road which is primarily composed of asphalt."						"http://purl.obolibrary.org/obo/ENVO_01001277"
"assisted living facility"	"A long-term care facility which is used to provide care for people with disabilities or for adults who cannot or who choose not to live independently."	"assisted living residence|ALF"					"http://purl.obolibrary.org/obo/ENVO_03501195"
"asteroid"						"http://purl.obolibrary.org/obo/envo#envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01000803"
"asthenosphere"	"An asthenosphere is a layer of a terrestrial-type planet or natural satellite which is highly viscous, mechanically weak, and ductilely deforming."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000647"
"astrogeological gas"	"An astrogeological volatile which is composed primarily of chemical compounds with boiling points around those of hydrogen and helium."				"gas"	"http://purl.obolibrary.org/obo/envo#envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001155"
"astrogeological ice"	"An astrogeological volatile which is composed primarily of chemical compounds with freezing points above an approximate threshold of 100 Kelvin."				"ice"	"http://purl.obolibrary.org/obo/envo#envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001126"
"astronomical body"	"An object which is naturally occuring, bound together by gravitational or electromagnetic forces, and surrounded by space."				"celestial body"	"http://purl.obolibrary.org/obo/envo#envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01000799"
"astronomical body part"	"A material part of an astronomical body."					"http://purl.obolibrary.org/obo/envo#envoAstro|http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000813"
"astronomical object"	"An object which is composed of one or more gravitationally bound structures that are associated with a position in space."				"celestial object"	"http://purl.obolibrary.org/obo/envo#envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01000804"
"astronomical observatory system"							"http://purl.obolibrary.org/obo/ENVO_01001474"
"atmosphere"	"An atmosphere is a layer of gases surrounding a material body of sufficient mass that is held in place by the gravity of the body."						"http://purl.obolibrary.org/obo/ENVO_01000267"
"atmosphere and water column exposed melt pond"	"A melt pond which and is exposed to the atmosphere and to a lesser degree water underlying the ice mass which contains it."	"open melt pond"				"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000118"
"atmosphere-exposed melt pond"	"A melt pond which has a surface exposed to the atmosphere."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000050"
"atmosphere-ocean momentum transfer process"	"A momentum transfer process which unfolds as winds generate drag at the bottom of the atmosphere,coupled to dynamical forcing at the surface of the ocean."					"http://purl.obolibrary.org/obo/envo#envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001843"
"atmospheric Taylor column"	"An atmospheric Taylor column is a Taylor column that is formed in the atmosphere. Atmospheric Taylor columns often form above islands resulting in vortex streets in the atmosphere."				"vortex street"		"http://purl.obolibrary.org/obo/ENVO_01000300"
"atmospheric aerosol"	"An aerosol that is suspended in an atmosphere."						"http://purl.obolibrary.org/obo/ENVO_01001652"
"atmospheric aerosol formation"	"An aerosol formation process which occurs in an atmosphere."	"atmospheric aerosol formation"				"http://purl.obolibrary.org/obo/envo#envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001085"
"atmospheric aerosolisation of dust"	"A process during which dust is aerosolised in an atmosphere."	"dust event"					"http://purl.obolibrary.org/obo/ENVO_01001399"
"atmospheric aerosolised particle formation event"	"An aerosol formation event  which occurs in an atmosphere."		"rapid formation of liquid or solid particles from gaseous material in an atmosphere"			"http://purl.obolibrary.org/obo/envo#envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001359"
